rank,account_name,priority,confidence,why,flags,fit,intent,neglect,arr_num,account_tier,industry,region,owner,source_names,source_arr
102,Americans for the Arts,0.18095098119531677,High,"$25,300 ARR, Mid-Market; strongest signal: content download ×10 37 days before data cutoff",,0.4858461538461538,0.3558738401804453,0.4111111111111111,25300.0,Mid-Market,Arts & Culture,North America,Rep B,Americans for the Arts,"25,300"
103,BirdLife International,0.1801381209183595,High,"$21,900 ARR, Mid-Market; strongest signal: email open ×35 27 days before data cutoff; no rep contact in 945 days",,0.45857342657342653,0.13260407316538744,1.0,21900.0,Mid-Market,Environment,Asia Pacific,Rep B,BirdLife International,"21,900"
104,American Foundation for Suicide Prevention,0.17939480332093574,High,"top 30% by revenue ($45,950); strongest signal: content download ×10 60 days before data cutoff; last contact unknown",Last contact date missing — neglect set to neutral,0.6746573426573427,0.16557866167890478,0.5,45950.0,Mid-Market,,Africa,Rep B,American Foundation for Suicide Prevention,"45,950"
105,Greenpeace International,0.1782737369162897,High,"$29,600 ARR, Mid-Market; strongest signal: page visit ×16 81 days before data cutoff; last contacted 152 days ago",,0.6033286713286713,0.06021468828217022,0.8444444444444444,29600.0,Mid-Market,Environment,South America,Rep B,Greenpeace International,"29,600"
106,Church World Service,0.17717689037228093,High,"$25,650 ARR, untiered; strongest signal: webinar attendance ×3 47 days before data cutoff; no rep contact in 320 days",Account tier missing or TBD — default weight applied,0.415944055944056,0.17994752913911455,1.0,25650.0,,Religious,Europe,Rep C,Church World Service,"25,650"
107,Heifer International,0.17691218616226229,High,"$18,550 ARR, SMB; strongest signal: webinar attendance ×5 30 days before data cutoff; no rep contact in 842 days",,0.2852027972027972,0.45757589184846675,1.0,18550.0,SMB,Human Services,North America,Rep D,Heifer International,"18,550"
108,Helen Keller Intl,0.17507588863457388,High,"$40,100 ARR, Mid-Market; strongest signal: demo request ×1 31 days before data cutoff",,0.6515804195804196,0.233848877006097,0.35,40100.0,Mid-Market,Healthcare,Europe,Rep D,Helen Keller Intl,"40,100"
109,Year Up United,0.17242231282374948,High,"top 30% by revenue ($64,200); strongest signal: content download ×6 88 days before data cutoff; last contacted 92 days ago",,0.8511048951048952,0.07036158440650503,0.5111111111111111,64200.0,Strategic,Education,Africa,Rep C,Year Up United,"64,200"
110,Planned Parenthood Federation of America,0.16851264530778948,Medium,"$26,850 ARR, SMB; strongest signal: page visit ×10 24 days before data cutoff; no rep contact in 536 days",ARR missing — imputed median,0.3890489510489511,0.19019993629316848,1.0,26850.0,SMB,Healthcare,North America,Rep A,Planned Parenthood Federation of America,
111,Animal Welfare Institute,0.1675804195804196,Medium,"$36,250 ARR, untiered; no engagement on record; no rep contact in 329 days",Account tier missing or TBD — default weight applied; No engagement signals found,0.5586013986013987,0.0,1.0,36250.0,,Animal Welfare,North America,Rep D,Animal Welfare Institute,"36,250"
112,Adventist Development and Relief Agency,0.16596002965134107,High,"$15,250 ARR, SMB; strongest signal: page visit ×24 26 days before data cutoff; no rep contact in 1181 days",,0.260027972027972,0.48319877367153985,1.0,15250.0,SMB,Religious,Africa,Rep C,Adventist Development and Relief Agency,"15,250"
113,One Acre Fund,0.16588613053613052,Medium,"$38,450 ARR, Mid-Market; no engagement on record; last contacted 155 days ago",No engagement signals found,0.64213986013986,0.0,0.8611111111111112,38450.0,Mid-Market,,North America,Rep B,One Acre Fund,"38,450"
114,Silicon Valley Community Foundation,0.1640060839160839,Medium,"top 30% by revenue ($44,200); no engagement on record; last contacted 147 days ago",No engagement signals found,0.6694125874125874,0.0,0.8166666666666667,44200.0,Mid-Market,Community Development,Africa,Rep C,Silicon Valley Community Foundation,"44,200"
115,Alzheimer's Association,0.16358875327682315,High,"top 30% by revenue ($77,500); strongest signal: content download ×12 54 days before data cutoff",,0.8728671328671329,0.20345058848840283,0.15,77500.0,Enterprise,Healthcare,North America,Rep C,Alzheimer's Association,"77,500"
116,Mozilla Foundation,0.16023762719408463,Medium,"$26,850 ARR, Mid-Market; strongest signal: content download ×3 30 days before data cutoff",ARR missing — imputed median,0.5330489510489511,0.3032464367629987,0.29444444444444445,26850.0,Mid-Market,,Europe,Rep B,Mozilla Foundation,
117,Seattle Foundation,0.16018169756043515,High,"top 30% by revenue ($51,900); strongest signal: page visit ×34 57 days before data cutoff",Account tier missing or TBD — default weight applied,0.6152447552447553,0.24574442380533826,0.29444444444444445,51900.0,,Community Development,Europe,Rep B,Seattle Foundation,"51,900"
118,First Book,0.15991468531468533,Low,"$26,850 ARR, Mid-Market; no engagement on record; no rep contact in 1079 days",ARR missing — imputed median; No engagement signals found,0.5330489510489511,0.0,1.0,26850.0,Mid-Market,Education,North America,Rep A,First Book,
119,Sundance Institute,0.15905434079951558,Medium,"$26,850 ARR, Mid-Market; strongest signal: page visit ×33 36 days before data cutoff; last contact unknown",ARR missing — imputed median; Last contact date missing — neglect set to neutral,0.5330489510489511,0.21197999059808478,0.5,26850.0,Mid-Market,Arts & Culture,North America,Rep C,Sundance Institute,
120,Cary Institute of Ecosystem Studies,0.15796363595727306,High,"top 30% by revenue ($73,350); strongest signal: page visit ×21 70 days before data cutoff",,0.8571328671328671,0.08470436650648669,0.4166666666666667,73350.0,Enterprise,Research,North America,Rep A,Cary Institute of Ecosystem Studies,"73,350"
121,Direct Relief,0.15753193473193472,Medium,"top 10% by revenue ($81,950); no engagement on record; last contacted 107 days ago",No engagement signals found,0.8833566433566433,0.0,0.5944444444444444,81950.0,Enterprise,Healthcare,Europe,Rep A,Direct Relief,"81,950"
122,Dress for Success Worldwide,0.15604069360302186,High,"top 30% by revenue ($50,850); strongest signal: email open ×36 35 days before data cutoff; last contact unknown",Last contact date missing — neglect set to neutral,0.6851468531468531,0.11106829639375428,0.5,50850.0,Mid-Market,Human Services,North America,Rep C,Dress for Success Worldwide,"50,850"
123,Surfrider Foundation,0.15541114278606696,Medium,"$26,850 ARR, Mid-Market; strongest signal: page visit ×8 90 days before data cutoff; last contacted 159 days ago",ARR missing — imputed median,0.5330489510489511,0.03793050399765312,0.8833333333333333,26850.0,Mid-Market,,North America,Rep A,Surfrider Foundation,
124,The Museum of Modern Art,0.15278316972992406,High,"top 30% by revenue ($75,000); strongest signal: webinar attendance ×6 69 days before data cutoff",,0.8623776223776223,0.13642625385809057,0.2722222222222222,75000.0,Enterprise,Arts & Culture,South America,Rep A,The Museum of Modern Art,"75,000"
125,Barefoot College International,0.15254108591897822,High,"top 10% by revenue ($98,400); strongest signal: content download ×4 51 days before data cutoff",,0.9295104895104895,0.13682245625453787,0.22777777777777777,98400.0,Enterprise,Education,North America,Rep D,Barefoot College International,"98,400"
126,Digital Promise,0.15036805301406295,High,"top 10% by revenue ($97,750); strongest signal: page visit ×9 59 days before data cutoff",,0.9274125874125874,0.14114833912515176,0.2111111111111111,97750.0,Enterprise,Education,Asia Pacific,Rep B,Digital Promise,"97,750"
127,The Boston Foundation,0.14882113303731928,High,"$37,000 ARR, Mid-Market; strongest signal: page visit ×24 36 days before data cutoff",,0.6368951048951048,0.2576189957158228,0.17777777777777778,37000.0,Mid-Market,Community Development,North America,Rep B,The Boston Foundation,"37,000"
128,Depaul USA,0.14787617269329284,High,"$10,350 ARR, SMB; strongest signal: webinar attendance ×5 this week; last contacted 151 days ago",,0.21597202797202797,0.6186198753773356,0.8388888888888889,10350.0,SMB,Human Services,South America,Rep B,Depaul USA,"10,350"
129,The Chicago Community Trust,0.14381211878849773,High,"$12,400 ARR, SMB; strongest signal: page visit ×14 this week; last contact unknown",Last contact date missing — neglect set to neutral,0.23590209790209793,0.6566089738523734,0.5,12400.0,SMB,Community Development,South America,Rep C,The Chicago Community Trust,"12,400"
130,FHI 360,0.14323636363636363,Medium,"$24,750 ARR, Mid-Market; no engagement on record; no rep contact in 384 days",No engagement signals found,0.47745454545454546,0.0,1.0,24750.0,Mid-Market,International Aid,Europe,Rep A,FHI 360,"24,750"
131,United Way Worldwide,0.14158409927452967,High,"$15,650 ARR, SMB; strongest signal: page visit ×13 16 days before data cutoff; no rep contact in 1291 days",,0.26422377622377624,0.3369274294583399,1.0,15650.0,SMB,Human Services,Middle East,Rep B,United Way Worldwide,"15,650"
132,Southern Poverty Law Center,0.14089520616306603,High,"$22,500 ARR, Mid-Market; strongest signal: page visit ×16 33 days before data cutoff; last contacted 99 days ago",,0.46276923076923077,0.19923007221691164,0.55,22500.0,Mid-Market,,North America,Rep B,Southern Poverty Law Center,"22,500"
133,Citizen Schools,0.14048458731477767,High,"$28,150 ARR, Mid-Market; strongest signal: webinar attendance ×4 64 days before data cutoff; last contact unknown",Last contact date missing — neglect set to neutral; Last contact date was in the future — treated as missing,0.5886433566433567,0.1266546281602697,0.5,28150.0,Mid-Market,Education,South America,Rep D,Citizen Schools,"28,150"
134,CMMB,0.1399727624290777,Medium,"$26,850 ARR, Mid-Market; strongest signal: email open ×24 14 days before data cutoff; last contact unknown",ARR missing — imputed median; Last contact date missing — neglect set to neutral,0.5330489510489511,0.16084135198260263,0.5,26850.0,Mid-Market,Religious,Middle East,Rep A,CMMB,
135,American Kidney Fund,0.13790525456271463,Medium,"$26,850 ARR, Mid-Market; strongest signal: email open ×26 46 days before data cutoff; last contacted 104 days ago",ARR missing — imputed median,0.5330489510489511,0.12196709663747138,0.5777777777777777,26850.0,Mid-Market,Healthcare,Africa,Rep A,American Kidney Fund,
136,Apache Software Foundation,0.13718600358785135,High,"$19,400 ARR, SMB; strongest signal: webinar attendance ×2 8 days before data cutoff; last contacted 152 days ago",,0.2893986013986014,0.31529272342644765,0.8444444444444444,19400.0,SMB,,North America,Rep A,Apache Software Foundation,"19,400"
137,Teach For America,0.13672378272458818,Medium,"$26,850 ARR, SMB; strongest signal: email open ×7 29 days before data cutoff; no rep contact in 325 days",ARR missing — imputed median,0.3890489510489511,0.07347256635500668,1.0,26850.0,SMB,Education,Asia Pacific,Rep B,Teach For America,
138,NAACP,0.13550545454545457,Medium,"top 30% by revenue ($63,100); no engagement on record; last contacted 96 days ago",No engagement signals found,0.846909090909091,0.0,0.5333333333333333,63100.0,Strategic,,North America,Rep D,NAACP,"63,100"
139,Operation Blessing,0.1346708925751334,Medium,"$26,850 ARR, SMB; strongest signal: email open ×13 44 days before data cutoff; no rep contact in 588 days",ARR missing — imputed median,0.3890489510489511,0.06593443984007918,1.0,26850.0,SMB,Religious,North America,Rep C,Operation Blessing,
140,Environmental Defense Fund,0.13145314685314682,Medium,"top 10% by revenue ($120,000); no engagement on record",No engagement signals found; Merged from duplicate CRM records,0.9389510489510489,0.0,0.4666666666666667,120000.0,Enterprise,Environment,North America,Rep C,EDF | Environmental Defense Fund,"120,000 | 95,150"
141,The Nature Conservancy,0.1281461280052357,Medium,"$26,850 ARR, Mid-Market; strongest signal: content download ×9 69 days before data cutoff; last contact unknown",ARR missing — imputed median; Last contact date missing — neglect set to neutral,0.5330489510489511,0.12914596640720083,0.5,26850.0,Mid-Market,Environment,Europe,Rep D,The Nature Conservancy,
142,United Cerebral Palsy,0.12790629816792018,High,"$36,300 ARR, TBD; strongest signal: email open ×37 146 days before data cutoff; last contacted 133 days ago",Account tier missing or TBD — default weight applied,0.5617482517482517,0.00860943793777902,0.7388888888888889,36300.0,TBD,Human Services,Middle East,Rep D,United Cerebral Palsy,"36,300"
143,Smile Train,0.12726065373334422,High,"$9,450 ARR, SMB; strongest signal: page visit ×11 23 days before data cutoff; no rep contact in 225 days",,0.1907972027972028,0.5242776239275884,1.0,9450.0,SMB,,Middle East,Rep B,Smile Train,"9,450"
144,Scholarship America,0.1271413752913753,Low,"$26,850 ARR, Enterprise; no engagement on record; last contacted 119 days ago",ARR missing — imputed median; No engagement signals found,0.6410489510489511,0.0,0.6611111111111111,26850.0,Enterprise,Education,Asia Pacific,Rep A,Scholarship America,
145,NPR,0.12559409555346135,High,"$38,450 ARR, Mid-Market; strongest signal: email open ×44 31 days before data cutoff",,0.64213986013986,0.1865526051467679,0.21666666666666667,38450.0,Mid-Market,Arts & Culture,North America,Rep D,NPR,"38,450"
146,Coalition for the Homeless,0.1254205314539119,High,"$17,350 ARR, SMB; strongest signal: content download ×8 86 days before data cutoff; no rep contact in 395 days",,0.27995804195804197,0.21142514569435275,1.0,17350.0,SMB,Human Services,Asia Pacific,Rep B,Coalition for the Homeless,"17,350"
147,Ronald McDonald House Charities,0.12516621392647506,High,"$33,450 ARR, Mid-Market; strongest signal: email open ×22 47 days before data cutoff; last contacted 90 days ago",,0.6222097902097902,0.07309143704058137,0.5,33450.0,Mid-Market,Healthcare,North America,Rep D,Ronald McDonald House Charities,"33,450"
148,International Fund for Animal Welfare,0.12326740094815714,High,"top 30% by revenue ($55,600); strongest signal: email open ×16 9 days before data cutoff",Merged from duplicate CRM records,0.706125874125874,0.15890751506609505,0.2111111111111111,55600.0,Mid-Market,Animal Welfare,Asia Pacific,Rep C,IFAW | International Fund for Animal Welfare,"45,900 | 55,600"
149,Oxfam International,0.1227630721693281,High,"$21,200 ARR, Mid-Market; strongest signal: content download ×2 23 days before data cutoff",,0.44808391608391607,0.3104381847199439,0.18888888888888888,21200.0,Mid-Market,Human Services,North America,Rep D,Oxfam International,"21,200"
150,Creative Commons,0.1196013986013986,Medium,"top 30% by revenue ($52,250); no engagement on record; last contact unknown",Last contact date missing — neglect set to neutral; No engagement signals found,0.7973426573426573,0.0,0.5,52250.0,Enterprise,,North America,Rep A,Creative Commons,"52,250"
151,KIPP Foundation,0.11671468531468532,Low,"$26,850 ARR, SMB; no engagement on record; no rep contact in 886 days",ARR missing — imputed median; No engagement signals found,0.3890489510489511,0.0,1.0,26850.0,SMB,Education,North America,Rep B,KIPP Foundation,
152,Compassion International,0.11435099985824095,High,"$31,600 ARR, Mid-Market; strongest signal: email open ×43 70 days before data cutoff; last contact unknown",Last contact date missing — neglect set to neutral,0.6138181818181818,0.05184939878991418,0.5,31600.0,Mid-Market,Religious,South America,Rep B,Compassion International,"31,600"
153,The Salvation Army USA,0.11252568109055809,Medium,"$26,850 ARR, Strategic; strongest signal: page visit ×29 42 days before data cutoff",ARR missing — imputed median,0.6570489510489511,0.17798934066715433,0.15555555555555556,26850.0,Strategic,,North America,Rep B,The Salvation Army USA,
154,Learning Ally,0.11063590396797122,High,"$11,150 ARR, SMB; strongest signal: email open ×21 16 days before data cutoff; no rep contact in 494 days",,0.2264615384615385,0.2693452793010606,1.0,11150.0,SMB,Education,North America,Rep B,Learning Ally,"11,150"
155,Points of Light,0.1095544289044289,Medium,"$21,800 ARR, Mid-Market; no engagement on record; last contacted 145 days ago",No engagement signals found,0.45332867132867133,0.0,0.8055555555555556,21800.0,Mid-Market,Community Development,Europe,Rep C,Points of Light,"21,800"
156,Easterseals,0.10882563927003813,High,"$20,900 ARR, SMB; strongest signal: email open ×26 42 days before data cutoff; no rep contact in 1221 days",,0.301986013986014,0.08623783992799756,1.0,20900.0,SMB,Human Services,Asia Pacific,Rep A,Easterseals,"20,900"
157,Teach For All,0.10857435700649298,High,"$10,750 ARR, SMB; strongest signal: webinar attendance ×5 36 days before data cutoff; no rep contact in 448 days",,0.22226573426573426,0.2692699404879588,1.0,10750.0,SMB,Education,Europe,Rep D,Teach For All,"10,750"
158,College Possible,0.10601715617715615,Medium,"top 30% by revenue ($41,250); no engagement on record; last contacted 97 days ago",No engagement signals found,0.6557762237762237,0.0,0.5388888888888889,41250.0,Mid-Market,Education,Africa,Rep C,College Possible,"41,250"
159,Clean Air Task Force,0.10546264406211982,High,"$14,700 ARR, SMB; strongest signal: page visit ×11 31 days before data cutoff; no rep contact in 447 days",,0.2526853146853147,0.1676678909805223,1.0,14700.0,SMB,,Africa,Rep B,Clean Air Task Force,"14,700"
160,Innocence Project,0.10217272433460049,Medium,"$26,850 ARR, Strategic; strongest signal: content download ×7 67 days before data cutoff",ARR missing — imputed median,0.6570489510489511,0.12214636296229425,0.23333333333333334,26850.0,Strategic,,North America,Rep D,Innocence Project,
161,March of Dimes,0.1018544021830106,Medium,"$26,850 ARR, Enterprise; strongest signal: page visit ×10 68 days before data cutoff",ARR missing — imputed median,0.6410489510489511,0.08412441384734867,0.3333333333333333,26850.0,Enterprise,Healthcare,North America,Rep A,March of Dimes,
162,Water.org,0.10173757007484378,Medium,"$26,850 ARR, Mid-Market; strongest signal: email open ×12 89 days before data cutoff; last contacted 105 days ago",ARR missing — imputed median,0.5330489510489511,0.022656733561151967,0.5833333333333334,26850.0,Mid-Market,Human Services,North America,Rep C,Water.org,
163,Islamic Relief Worldwide,0.10071935543917074,High,"$16,250 ARR, SMB; strongest signal: demo request ×2 61 days before data cutoff; last contacted 125 days ago",,0.26946853146853145,0.2363386382762069,0.6944444444444444,16250.0,SMB,Religious,Asia Pacific,Rep B,Islamic Relief Worldwide,"16,250"
164,Fractured Atlas,0.10024777031506704,High,"$16,450 ARR, SMB; strongest signal: email open ×37 this week",,0.2747132867132867,0.3427397251899933,0.4166666666666667,16450.0,SMB,Arts & Culture,Africa,Rep B,Fractured Atlas,"16,450"
165,Girls Who Code,0.09830914909402663,High,"$6,300 ARR, SMB; strongest signal: content download ×8 22 days before data cutoff; no rep contact in 269 days",,0.15723076923076923,0.4646484052434626,1.0,6300.0,SMB,Education,Africa,Rep D,Girls Who Code,"6,300"
166,Facing History & Ourselves,0.09814825174825174,Medium,"$24,000 ARR, SMB; no engagement on record; no rep contact in 900 days",No engagement signals found,0.32716083916083916,0.0,1.0,24000.0,SMB,Education,North America,Rep D,Facing History & Ourselves,"24,000"
167,Médecins Sans Frontières USA,0.09705025641025643,Medium,"top 10% by revenue ($90,600); no engagement on record",No engagement signals found; Merged from duplicate CRM records,0.909846153846154,0.0,0.35555555555555557,90600.0,Strategic,Healthcare,Europe,Rep B,Doctors Without Borders | Médecins Sans Frontières USA,"90,600 | 78,050"
168,Shriners Children's,0.09696023241342885,High,"$14,200 ARR, SMB; strongest signal: content download ×10 39 days before data cutoff; last contacted 92 days ago",,0.24953846153846154,0.33603562094470746,0.5111111111111111,14200.0,SMB,Healthcare,Europe,Rep C,Shriners Children's,"14,200"
169,American Diabetes Association,0.0966211581364636,High,"$9,650 ARR, SMB; strongest signal: page visit ×15 27 days before data cutoff; no rep contact in 427 days",,0.20023776223776224,0.260760215803106,1.0,9650.0,SMB,Healthcare,North America,Rep B,American Diabetes Association,"9,650"
170,RTI International,0.09560280415215083,Medium,"$26,850 ARR, SMB; strongest signal: email open ×23 22 days before data cutoff; last contacted 92 days ago",ARR missing — imputed median,0.3890489510489511,0.13200186748830114,0.5111111111111111,26850.0,SMB,Research,Europe,Rep C,RTI International,
171,Friends of the Earth,0.09549451560489629,High,"$9,950 ARR, SMB; strongest signal: page visit ×6 23 days before data cutoff; no rep contact in 193 days",,0.20758041958041956,0.2286231991982295,1.0,9950.0,SMB,,North America,Rep D,Friends of the Earth,"9,950"
172,Tearfund,0.09386013986013986,Medium,"top 30% by revenue ($54,050); no engagement on record; last contacted 90 days ago",Account tier missing or TBD — default weight applied; No engagement signals found,0.6257342657342657,0.0,0.5,54050.0,,Religious,Asia Pacific,Rep C,Tearfund,"54,050"
173,Python Software Foundation,0.09307341585347516,High,"$11,200 ARR, SMB; strongest signal: content download ×7 66 days before data cutoff; no rep contact in 1144 days",,0.22960839160839164,0.15051029277347286,1.0,11200.0,SMB,,North America,Rep B,Python Software Foundation,"11,200"
174,The Akanksha Foundation,0.09279860139860141,Medium,"$21,800 ARR, SMB; no engagement on record; no rep contact in 358 days",No engagement signals found,0.30932867132867137,0.0,1.0,21800.0,SMB,Education,Asia Pacific,Rep A,The Akanksha Foundation,"21,800"
175,Dogs Trust,0.09267018805908489,High,"$10,150 ARR, SMB; strongest signal: page visit ×11 55 days before data cutoff; no rep contact in 186 days",,0.20967832167832168,0.20280515762926607,1.0,10150.0,SMB,,North America,Rep D,Dogs Trust,"10,150"
176,Food Bank For New York City,0.09134274760282388,Medium,"$26,850 ARR, Enterprise; strongest signal: webinar attendance ×4 78 days before data cutoff",ARR missing — imputed median,0.6410489510489511,0.09165167355790409,0.2611111111111111,26850.0,Enterprise,Human Services,Europe,Rep B,Food Bank For New York City,
177,BRAC,0.0912319738662227,High,"$15,450 ARR, SMB; strongest signal: email open ×18 47 days before data cutoff; no rep contact in 277 days",,0.2621258741258741,0.06863775259805503,1.0,15450.0,SMB,Human Services,North America,Rep C,BRAC,"15,450"
178,The Arc,0.09106752836925923,High,"$14,950 ARR, SMB; strongest signal: page visit ×23 76 days before data cutoff; no rep contact in 478 days",,0.25793006993006995,0.07581516402017408,1.0,14950.0,SMB,Human Services,North America,Rep A,The Arc,"14,950"
179,Pact,0.09044529744932646,High,"top 30% by revenue ($46,250); strongest signal: content download ×1 14 days before data cutoff",,0.6767552447552447,0.13854119973547682,0.12222222222222222,46250.0,Mid-Market,International Aid,North America,Rep B,Pact,"46,250"
180,Sierra Club,0.0897397273217442,High,"$9,200 ARR, SMB; strongest signal: page visit ×13 9 days before data cutoff",,0.18765034965034966,0.5879453397968509,0.2222222222222222,9200.0,SMB,Environment,South America,Rep A,Sierra Club,"9,200"
181,Jumpstart,0.08744895104895105,Medium,"$19,550 ARR, SMB; no engagement on record; no rep contact in 846 days",No engagement signals found,0.2914965034965035,0.0,1.0,19550.0,SMB,Education,North America,Rep C,Jumpstart,"19,550"
182,One Warm Coat,0.08342447611607898,High,"$30,750 ARR, Mid-Market; strongest signal: page visit ×13 80 days before data cutoff",,0.6096223776223776,0.05739926374339533,0.32222222222222224,30750.0,Mid-Market,Human Services,South America,Rep A,One Warm Coat,"30,750"
183,RAINN,0.08304335664335664,Medium,"$16,850 ARR, SMB; no engagement on record; no rep contact in 229 days",No engagement signals found,0.2768111888111888,0.0,1.0,16850.0,SMB,,Africa,Rep C,RAINN,"16,850"
184,Open Knowledge Foundation,0.08151719672555563,High,"$28,550 ARR, Mid-Market; strongest signal: content download ×11 76 days before data cutoff",,0.5907412587412587,0.1185591026995741,0.18333333333333332,28550.0,Mid-Market,,North America,Rep A,Open Knowledge Foundation,"28,550"
185,Whitney Museum of American Art,0.0812284835674093,Medium,"$26,850 ARR, Mid-Market; strongest signal: webinar attendance ×1 29 days before data cutoff",ARR missing — imputed median,0.5330489510489511,0.12245427725834448,0.2222222222222222,26850.0,Mid-Market,Arts & Culture,North America,Rep A,Whitney Museum of American Art,
186,Acumen,0.07595364785370835,High,"$11,350 ARR, SMB; strongest signal: email open ×27 86 days before data cutoff; no rep contact in 234 days",,0.23275524475524473,0.03760586996241416,1.0,11350.0,SMB,Community Development,North America,Rep A,Acumen,"11,350"
187,Sesame Workshop,0.07580559440559441,Medium,"$14,700 ARR, SMB; no engagement on record; no rep contact in 255 days",No engagement signals found,0.2526853146853147,0.0,1.0,14700.0,SMB,Education,Europe,Rep C,Sesame Workshop,"14,700"
188,Community Solutions,0.07505875332687109,High,"$24,100 ARR, SMB; strongest signal: email open ×20 67 days before data cutoff; last contacted 118 days ago",,0.32925874125874127,0.044708799847361945,0.6555555555555556,24100.0,SMB,Community Development,North America,Rep D,Community Solutions,"24,100"
189,World Vision International,0.0748183916083916,Medium,"$25,150 ARR, Mid-Market; no engagement on record; last contacted 93 days ago",No engagement signals found,0.48269930069930067,0.0,0.5166666666666667,25150.0,Mid-Market,Religious,North America,Rep C,World Vision International,"25,150"
190,Orbis International,0.07384904763467229,High,"$3,400 ARR, SMB; strongest signal: content download ×11 24 days before data cutoff; last contacted 158 days ago",,0.13625174825174827,0.3981015298333775,0.8777777777777778,3400.0,SMB,Healthcare,North America,Rep D,Orbis International,"3,400"
191,Brookings Institution,0.07360615384615386,Medium,"$16,300 ARR, SMB; no engagement on record; last contacted 162 days ago",No engagement signals found,0.27261538461538465,0.0,0.9,16300.0,SMB,Research,Europe,Rep A,Brookings Institution,"16,300"
192,Code.org,0.07280817168369912,High,"$9,150 ARR, SMB; strongest signal: content download ×9 65 days before data cutoff; no rep contact in 189 days",,0.1824055944055944,0.1416505219822209,1.0,9150.0,SMB,Education,Africa,Rep C,Code.org,"9,150"
193,Relief International,0.07171468531468532,Medium,"$12,650 ARR, SMB; no engagement on record; no rep contact in 489 days",No engagement signals found,0.23904895104895107,0.0,1.0,12650.0,SMB,International Aid,Africa,Rep D,Relief International,"12,650"
194,Action Against Hunger,0.07094748940204951,High,"$9,150 ARR, SMB; strongest signal: email open ×12 this week",,0.1824055944055944,0.4413636703667865,0.26666666666666666,9150.0,SMB,Human Services,South America,Rep A,Action Against Hunger,"9,150"
195,American Humane,0.06857962215534438,High,"$27,100 ARR, Mid-Market; strongest signal: email open ×9 82 days before data cutoff",,0.5792027972027971,0.0239097218416735,0.3388888888888889,27100.0,Mid-Market,Animal Welfare,Africa,Rep A,American Humane,"27,100"
196,DataKind,0.06820324125913348,High,"$0 ARR, SMB; strongest signal: demo request ×2 35 days before data cutoff; no rep contact in 830 days",,0.10793006993006994,0.47417237454007716,1.0,0.0,SMB,,North America,Rep C,DataKind,0
197,Samaritan's Purse,0.06730909090909092,Medium,"$10,850 ARR, SMB; no engagement on record; no rep contact in 953 days",No engagement signals found,0.22436363636363638,0.0,1.0,10850.0,SMB,Religious,Asia Pacific,Rep C,Samaritan's Purse,"10,850"
198,International Refugee Assistance Project,0.06681885709574732,High,"$0 ARR, SMB; strongest signal: page visit ×21 8 days before data cutoff; last contacted 90 days ago",,0.10793006993006994,0.6701342643043992,0.5,0.0,SMB,International Aid,North America,Rep D,International Refugee Assistance Project,0
199,QuestBridge,0.06621641025641026,Medium,"top 30% by revenue ($69,900); no engagement on record",No engagement signals found,0.8636923076923078,0.0,0.25555555555555554,69900.0,Strategic,Education,North America,Rep B,QuestBridge,"69,900"
200,World Resources Institute,0.06617614728872576,High,"$6,000 ARR, SMB; strongest signal: content download ×11 34 days before data cutoff",Merged from duplicate CRM records,0.151986013986014,0.5577277907089473,0.15,6000.0,SMB,Environment,Europe,Rep D,WRI | World Resources Institute,"4,650 | 6,000"
201,American Jewish World Service,0.06600562520819733,High,"$5,900 ARR, SMB; strongest signal: email open ×6 9 days before data cutoff; no rep contact in 451 days",,0.14883916083916085,0.20495639949339675,1.0,5900.0,SMB,Religious,Asia Pacific,Rep C,American Jewish World Service,"5,900"
202,Crisis Text Line,0.06492875703159402,High,"$3,650 ARR, SMB; strongest signal: webinar attendance ×4 36 days before data cutoff; no rep contact in 588 days",,0.13834965034965035,0.24187021659045868,1.0,3650.0,SMB,,Europe,Rep B,Crisis Text Line,"3,650"
203,Catholic Charities USA,0.0644581077201102,High,"$0 ARR, SMB; strongest signal: webinar attendance ×5 20 days before data cutoff; no rep contact in 866 days",,0.10793006993006994,0.4246014739235971,1.0,0.0,SMB,Human Services,North America,Rep A,Catholic Charities USA,0
204,Episcopal Relief & Development,0.06443152745698041,High,"$7,250 ARR, SMB; strongest signal: webinar attendance ×3 55 days before data cutoff; no rep contact in 545 days",,0.16352447552447552,0.1343109101674038,1.0,7250.0,SMB,,Europe,Rep B,Episcopal Relief & Development,"7,250"
205,Rebuilding Together,0.06429809577248727,Medium,"$26,850 ARR, SMB; strongest signal: webinar attendance ×2 75 days before data cutoff",ARR missing — imputed median,0.3890489510489511,0.0670522914764099,0.39444444444444443,26850.0,SMB,Community Development,Africa,Rep C,Rebuilding Together,
206,Pratham Education Foundation,0.06402124654998025,High,"$23,700 ARR, SMB; strongest signal: page visit ×25 78 days before data cutoff",,0.32506293706293704,0.0742147300037855,0.48333333333333334,23700.0,SMB,Education,North America,Rep D,Pratham Education Foundation,"23,700"
207,J. Paul Getty Trust,0.06197900915447008,Medium,"$26,850 ARR, Mid-Market; strongest signal: page visit ×6 180 days before data cutoff",ARR missing — imputed median,0.5330489510489511,0.004199010506774088,0.37777777777777777,26850.0,Mid-Market,Arts & Culture,North America,Rep C,J. Paul Getty Trust,
